emp_no,first_name,last_name,birth_date,from_date,to_date,title
447242,Gino,Keustermans,1955-03-15,1999-05-27,9999-01-01,Engineer
447255,Shai,Budinsky,1955-03-22,1999-04-18,9999-01-01,Staff
447261,Basil,Erdmenger,1955-05-27,1996-09-08,9999-01-01,Staff
447270,Chuanti,Gubsky,1955-05-09,1992-08-27,9999-01-01,Technique Leader
447318,Tuval,Hofman,1955-01-09,1992-02-03,9999-01-01,Staff
447320,Geoffrey,Anger,1955-11-23,1997-11-18,9999-01-01,Staff
447354,Valeska,Ghalwash,1955-06-22,1988-06-08,9999-01-01,Senior Engineer
447391,Sverrir,Muhlberg,1955-06-04,1985-06-26,9999-01-01,Senior Staff
447395,Rosalyn,Quaggetto,1955-12-01,1990-10-01,9999-01-01,Staff
447399,Brewster,Murrill,1955-08-20,1988-10-15,9999-01-01,Senior Engineer
447410,Jolita,Vingron,1955-01-08,1989-01-11,9999-01-01,Senior Staff
447429,Shen,Botman,1955-09-22,1999-11-23,9999-01-01,Senior Engineer
447432,Roselyn,Whitcomb,1955-11-05,1997-10-08,9999-01-01,Senior Engineer
447443,Dhritiman,Parveen,1955-08-18,2001-12-20,9999-01-01,Assistant Engineer
447454,Niteen,Improta,1955-01-02,1986-04-03,9999-01-01,Senior Engineer
447481,Xiaoqiu,Lortz,1955-02-24,1989-05-07,9999-01-01,Senior Engineer
447482,Angus,Bamford,1955-11-14,1992-01-21,9999-01-01,Senior Staff
447545,Dayanand,Rouquie,1955-03-20,1994-10-20,9999-01-01,Senior Staff
447605,Hongzhu,Wissmann,1955-06-15,1990-10-07,9999-01-01,Engineer
447654,Padma,Guerreiro,1955-06-02,1986-02-04,9999-01-01,Senior Engineer
447657,Reuven,Milicia,1955-08-25,1992-08-24,9999-01-01,Staff
447660,Bokyung,Zockler,1955-07-19,1996-07-04,9999-01-01,Senior Staff
447672,Alexius,Ferretti,1955-10-12,1998-06-18,9999-01-01,Technique Leader
447705,Giordano,Docker,1955-08-27,1985-03-04,9999-01-01,Senior Staff
447743,Valery,Ferretti,1955-01-28,1991-06-05,9999-01-01,Engineer
447883,Tsuneo,Shackell,1955-05-21,1994-04-26,9999-01-01,Engineer
447884,Tsuneo,Bouloucos,1955-08-01,1997-03-24,9999-01-01,Engineer
447893,Munir,Hockney,1955-06-12,1990-03-22,9999-01-01,Staff
447924,Palash,Zedlitz,1955-08-31,1990-01-27,9999-01-01,Staff
447955,Suvo,Diderrich,1955-04-09,1999-09-23,9999-01-01,Engineer
447962,Seongbin,Linares,1955-01-16,1998-11-18,9999-01-01,Staff
447967,Isamu,Kitai,1955-10-10,1990-08-15,9999-01-01,Staff
447972,Aimee,Pelc,1955-04-02,1998-11-19,9999-01-01,Staff
447985,Sedat,Alencar,1955-05-28,1994-02-16,9999-01-01,Engineer
448003,Hercules,Tomescu,1955-05-11,1998-11-02,9999-01-01,Assistant Engineer
448047,Xinyu,Gini,1955-02-21,1986-10-13,9999-01-01,Senior Engineer
448054,Franziska,Imataki,1955-01-27,1985-08-29,9999-01-01,Senior Engineer
448069,Kiyomitsu,Matzel,1955-07-15,1999-12-12,9999-01-01,Staff
448073,Evgueni,Glinert,1955-12-02,1997-10-15,9999-01-01,Engineer
448086,Constantijn,Skrikant,1955-06-30,1995-10-11,9999-01-01,Senior Staff
448096,Aksel,Rouquie,1955-02-14,1988-08-02,9999-01-01,Technique Leader
448124,Hongzhu,Roohalamini,1955-11-19,1990-11-28,9999-01-01,Staff
448182,Kazuhisa,Whitcomb,1955-11-14,1999-10-16,9999-01-01,Staff
448184,Sailaja,Felcyn,1955-05-23,1991-10-09,9999-01-01,Staff
448236,Xudong,Magalhaes,1955-01-19,1991-12-16,9999-01-01,Senior Engineer
448240,Shen,Minakawa,1955-08-27,1994-12-17,9999-01-01,Senior Staff
448246,Boaz,Zaccaria,1955-08-20,2000-01-11,9999-01-01,Staff
448250,Susumu,Teitelbaum,1955-11-29,1985-08-13,9999-01-01,Staff
448260,Gad,Garnick,1955-08-25,1999-11-07,9999-01-01,Staff
448265,Abdelghani,Rodier,1955-03-06,1997-10-10,9999-01-01,Senior Staff
448277,Maha,Wrigley,1955-10-29,1991-07-02,9999-01-01,Senior Engineer
448282,Rosine,Peek,1955-05-15,1986-05-20,9999-01-01,Senior Engineer
448294,Arco,Kuszyk,1955-04-11,1995-07-18,9999-01-01,Senior Staff
448311,Gladys,Fiutem,1955-05-31,1997-10-17,9999-01-01,Engineer
448313,Chinhyun,Carrere,1955-11-14,1986-09-17,9999-01-01,Staff
448334,Rasikan,Turnbull,1955-09-08,1997-09-12,9999-01-01,Engineer
448348,Shigenori,Mersereau,1955-05-26,1999-12-21,9999-01-01,Staff
448350,Stein,Range,1955-01-18,1991-10-03,9999-01-01,Senior Engineer
448359,Nirmal,Comellas,1955-10-26,1999-07-01,9999-01-01,Engineer
448363,Elrique,Duclos,1955-09-03,1986-06-02,9999-01-01,Engineer
448400,Mokhtar,Kakkad,1955-03-29,1987-10-08,9999-01-01,Senior Engineer
448406,Masami,Kitsuregawa,1955-03-11,1985-11-21,9999-01-01,Senior Engineer
448439,Nishit,Heyers,1955-12-13,1997-12-27,9999-01-01,Engineer
448466,Basil,Zockler,1955-08-09,1995-08-15,9999-01-01,Senior Staff
448491,Danil,Matzel,1955-07-07,1997-03-10,9999-01-01,Senior Staff
448510,Candido,Bratsberg,1955-06-13,1986-12-30,9999-01-01,Senior Engineer
448530,Adit,Koblick,1955-09-11,1997-05-31,9999-01-01,Engineer
448554,Sushant,Swiss,1955-06-16,1990-06-08,9999-01-01,Engineer
448565,Herb,Linares,1955-03-27,1995-09-15,9999-01-01,Engineer
448566,Subhada,Milicia,1955-07-14,1985-12-25,9999-01-01,Senior Engineer
448585,Shin,Makrucki,1955-04-12,1986-06-12,9999-01-01,Engineer
448594,Teiji,Osgood,1955-01-20,1996-03-17,9999-01-01,Senior Engineer
448596,Ziyad,Schnabel,1955-10-25,1993-12-24,9999-01-01,Engineer
448672,Hongzue,Adachi,1955-08-12,1996-01-09,9999-01-01,Staff
448694,Constantijn,Luef,1955-06-23,1989-06-29,9999-01-01,Senior Engineer
448706,Josyula,Gronowski,1955-12-08,1998-05-18,9999-01-01,Staff
448710,Rayond,Bellmore,1955-06-07,1997-03-10,9999-01-01,Engineer
448718,Menkae,Lalonde,1955-02-04,1991-03-12,9999-01-01,Staff
448722,Kellyn,Lagarias,1955-07-25,1998-09-14,9999-01-01,Assistant Engineer
448739,Martial,Ranze,1955-05-22,1997-12-10,9999-01-01,Engineer
448749,Utz,Hasenauer,1955-05-26,1986-09-10,9999-01-01,Senior Engineer
448762,Hirochika,Lakshmanan,1955-12-22,1995-10-08,9999-01-01,Staff
448781,Luigi,Heering,1955-01-28,1993-10-02,9999-01-01,Senior Engineer
448782,Moie,Penttonen,1955-08-06,1989-08-13,9999-01-01,Senior Staff
448799,Shahab,Socorro,1955-12-26,1985-12-16,9999-01-01,Senior Staff
448807,Shietung,Sadowski,1955-02-12,1992-06-04,9999-01-01,Senior Engineer
448808,Yannik,Adachi,1955-05-17,1987-11-12,9999-01-01,Engineer
448867,Yongmin,Boudaillier,1955-01-26,1998-07-24,9999-01-01,Technique Leader
448870,Sadegh,Dymetman,1955-07-18,1987-11-21,9999-01-01,Staff
448908,Mountaz,Rehfuss,1955-10-18,1987-10-21,9999-01-01,Senior Engineer
448914,Vesna,Atrawala,1955-11-26,1985-04-10,9999-01-01,Senior Staff
448936,IEEE,Zongker,1955-06-18,1992-07-09,9999-01-01,Engineer
449026,Geoff,Nergos,1955-01-27,1985-10-22,9999-01-01,Senior Staff
449028,Xuedong,Bhattacharjee,1955-11-18,1988-09-10,9999-01-01,Engineer
449055,Boriana,Carrere,1955-04-25,1990-06-27,9999-01-01,Staff
449078,Gino,Akazan,1955-03-26,1994-07-09,9999-01-01,Senior Engineer
449093,Baoqiu,Showalter,1955-07-15,1992-10-30,9999-01-01,Engineer
449098,Ult,Lanphier,1955-06-11,1998-03-06,9999-01-01,Technique Leader
449101,Susanta,Weisert,1955-11-12,1996-11-02,9999-01-01,Senior Staff
449103,Minghong,Mandelberg,1955-07-06,1989-07-10,9999-01-01,Senior Engineer
449111,Syozo,Scharstein,1955-08-09,1992-11-14,9999-01-01,Senior Engineer
449138,Isaac,Oxenboll,1955-12-08,1999-03-10,9999-01-01,Senior Staff
449139,Moni,Melton,1955-09-16,2000-05-06,9999-01-01,Senior Engineer
449171,Divier,Luiz,1955-09-16,1987-10-09,9999-01-01,Senior Staff
449198,Heather,Lichtner,1955-12-04,1999-05-14,9999-01-01,Technique Leader
449213,Jordanka,Swift,1955-02-05,1991-08-04,9999-01-01,Staff
449246,Bilhanan,Kamber,1955-09-20,1997-03-07,9999-01-01,Staff
449257,Gaetan,Perez,1955-02-17,1993-02-03,9999-01-01,Senior Staff
449261,Hidefumi,Baaleh,1955-04-18,1996-11-28,9999-01-01,Engineer
449270,Kazunori,Clemencon,1955-11-09,1989-08-15,9999-01-01,Senior Engineer
449289,Rosalyn,Reeken,1955-07-11,1991-07-27,9999-01-01,Staff
449300,Uwe,Benaini,1955-06-12,1985-04-12,9999-01-01,Senior Engineer
449304,Herb,Bernardinello,1955-02-28,1989-12-03,9999-01-01,Senior Staff
449306,Hein,Gadepally,1955-03-25,2001-10-20,9999-01-01,Senior Engineer
449318,Khue,DuBourdieux,1955-04-21,1985-10-27,9999-01-01,Senior Engineer
449339,Parke,Speer,1955-05-13,1986-08-13,9999-01-01,Staff
449400,Jouko,Gluchowski,1955-04-28,1985-04-20,9999-01-01,Staff
449411,Sverrir,Kading,1955-05-27,1996-03-25,9999-01-01,Engineer
449417,Tomokazu,Rosenbaum,1955-11-18,2000-12-29,9999-01-01,Senior Engineer
449434,Arumugam,Usdin,1955-12-31,1990-12-06,9999-01-01,Senior Engineer
449473,Magy,Gihr,1955-06-03,1990-07-30,9999-01-01,Engineer
449477,Jaroslava,Zykh,1955-09-21,1993-07-02,9999-01-01,Engineer
449485,Along,Murtafg,1955-06-23,1988-10-30,9999-01-01,Engineer
449487,Yonghong,Codenie,1955-07-08,1990-10-31,9999-01-01,Senior Staff
449490,Weiru,Guting,1955-06-07,1999-03-23,9999-01-01,Engineer
449495,Lein,Moehrke,1955-11-26,1999-02-26,9999-01-01,Staff
449504,Chaitali,Porenta,1955-03-13,1998-12-05,9999-01-01,Senior Engineer
449511,Bernt,Schaaf,1955-07-04,1994-04-24,9999-01-01,Senior Staff
449514,Naftaly,Cannata,1955-07-29,1991-09-29,9999-01-01,Senior Staff
449519,Youjian,Zultner,1955-12-05,1998-01-24,9999-01-01,Assistant Engineer
449540,Wayne,Millington,1955-09-10,1988-08-14,9999-01-01,Engineer
449581,Chuanti,Stamatiou,1955-01-29,1986-11-19,9999-01-01,Senior Staff
449598,Kshitij,McConalogue,1955-01-05,1992-12-02,9999-01-01,Staff
449604,Ottavia,Varman,1955-09-30,1995-06-24,9999-01-01,Engineer
449609,Amabile,Kamble,1955-07-22,1989-06-17,9999-01-01,Staff
449627,DeForest,Conia,1955-03-09,1991-01-22,9999-01-01,Staff
449641,Chiranjit,Demizu,1955-12-29,1999-01-14,9999-01-01,Senior Staff
449643,Tadahiko,Felcyn,1955-09-16,2001-02-10,9999-01-01,Technique Leader
449645,Gou,Kragelund,1955-07-29,1986-07-08,9999-01-01,Senior Staff
449646,Selwyn,Bage,1955-07-27,1994-05-18,9999-01-01,Engineer
449658,Shimshon,Anger,1955-07-01,1997-05-02,9999-01-01,Engineer
449689,Arra,Demke,1955-09-05,1993-02-08,9999-01-01,Engineer
449690,Shahid,Kohling,1955-04-25,1990-07-16,9999-01-01,Staff
449692,Idoia,Vidya,1955-03-19,1987-12-04,9999-01-01,Staff
449695,Shahab,Viele,1955-09-16,1994-03-22,9999-01-01,Senior Staff
449718,Jiakeng,Beetstra,1955-10-22,2000-12-31,9999-01-01,Engineer
449763,Raimond,Yurek,1955-04-12,1990-09-05,9999-01-01,Senior Staff
449784,Kersti,Zwicker,1955-08-17,1995-11-01,9999-01-01,Senior Engineer
449793,Rafols,Guerreiro,1955-10-16,1997-10-27,9999-01-01,Staff
449818,Stamatina,Hardjono,1955-06-22,1993-05-21,9999-01-01,Senior Engineer
449832,Xuejun,Molberg,1955-10-16,1994-06-13,9999-01-01,Technique Leader
449838,Abdelaziz,Cmelik,1955-03-29,1990-12-20,9999-01-01,Senior Engineer
449840,Saddek,Condotta,1955-07-20,1993-12-28,9999-01-01,Senior Staff
449842,Billie,Reinhart,1955-08-26,1991-10-01,9999-01-01,Staff
449853,Jaana,Stille,1955-12-17,1993-09-13,9999-01-01,Senior Staff
449865,Shalesh,Puppo,1955-11-08,1985-10-16,9999-01-01,Senior Engineer
449880,Charlene,Ermel,1955-05-23,1994-09-09,9999-01-01,Senior Engineer
449902,Horward,Renear,1955-07-26,1994-05-12,9999-01-01,Engineer
449903,Teruyuki,Billingsley,1955-08-16,1988-10-20,9999-01-01,Staff
449915,Vasiliy,Maierhofer,1955-07-28,1998-10-18,9999-01-01,Engineer
449920,Domenico,Koblick,1955-07-19,1988-05-22,9999-01-01,Senior Engineer
449924,Siddarth,Bade,1955-09-01,2000-06-04,9999-01-01,Staff
449945,Shuzo,Peris,1955-03-08,1989-08-28,9999-01-01,Engineer
449957,Gen,Marrevee,1955-02-14,1986-04-11,9999-01-01,Senior Staff
449960,Nahum,Luft,1955-06-13,1992-06-19,9999-01-01,Senior Staff
449962,Marsal,Heystek,1955-04-19,2000-01-13,9999-01-01,Staff
449972,Gen,Pokrovskii,1955-05-21,2001-04-20,9999-01-01,Staff
449973,Honesty,Birnbaum,1955-12-01,1991-10-07,9999-01-01,Senior Staff
449976,Masaki,Merks,1955-02-09,1997-12-17,9999-01-01,Staff
449992,Barry,Azevdeo,1955-03-31,1990-09-07,9999-01-01,Engineer
449995,Chinhyun,Randi,1955-10-08,1989-06-09,9999-01-01,Senior Staff
449999,Ashish,Rosen,1955-02-12,1990-12-02,9999-01-01,Senior Staff
450003,Malu,Merlo,1955-05-10,1986-05-22,9999-01-01,Engineer
450010,Kazuhisa,Chaudhury,1955-02-05,2000-10-12,9999-01-01,Engineer
450031,Alain,Eldridge,1955-04-28,1999-04-30,9999-01-01,Technique Leader
450044,Steen,Broder,1955-11-01,1991-11-24,9999-01-01,Staff
450075,Juyoung,Codenie,1955-02-14,1999-09-11,9999-01-01,Senior Engineer
450107,Yunming,Rosenbaum,1955-05-13,1993-08-26,9999-01-01,Engineer
450138,Kensyu,Schueller,1955-08-16,1987-02-13,9999-01-01,Senior Engineer
450143,Goetz,Benzaken,1955-02-01,1990-03-09,9999-01-01,Senior Staff
450153,Zongyan,Lemarechal,1955-12-12,1998-04-21,9999-01-01,Staff
450161,Navid,Georg,1955-08-26,1990-12-22,9999-01-01,Senior Engineer
450164,Akemi,Thimonier,1955-08-01,1990-10-18,9999-01-01,Staff
450186,Kotesh,Birke,1955-08-31,1997-11-23,9999-01-01,Staff
450194,Atreyi,Montresor,1955-09-08,1989-06-21,9999-01-01,Senior Staff
450196,Zeydy,Picht,1955-05-14,2002-01-08,9999-01-01,Senior Engineer
450197,Macha,Schapire,1955-08-31,1996-04-30,9999-01-01,Staff
450209,Shigeaki,Pelc,1955-05-05,1989-02-18,9999-01-01,Staff
450214,Mircea,Cmelik,1955-04-26,1992-07-18,9999-01-01,Engineer
450241,Arvin,Rohrbach,1955-02-22,1991-02-02,9999-01-01,Senior Engineer
450305,Janche,Ghelli,1955-06-30,1988-05-26,9999-01-01,Senior Engineer
450318,Willard,Schaap,1955-08-10,1999-11-09,9999-01-01,Senior Staff
450319,Abdelwaheb,Panienski,1955-04-22,1987-12-03,9999-01-01,Senior Engineer
450322,Hsiangchu,Melichar,1955-11-19,2002-06-09,9999-01-01,Engineer
450326,Moon,Limongiello,1955-05-05,1997-12-18,9999-01-01,Engineer
450347,Otilia,Lamba,1955-05-21,1988-06-20,9999-01-01,Engineer
450360,Moriyoshi,Schmittgen,1955-11-22,1986-12-15,9999-01-01,Senior Engineer
450390,Yurij,Gihr,1955-01-08,1991-06-18,9999-01-01,Senior Staff
450392,Moheb,Mondadori,1955-01-02,1998-10-04,9999-01-01,Engineer
450412,Kazuhiro,Raney,1955-02-24,2000-06-19,9999-01-01,Senior Engineer
450413,Gilbert,Randt,1955-12-08,1995-02-19,9999-01-01,Engineer
450444,Gil,Vakili,1955-05-25,1987-01-10,9999-01-01,Senior Staff
450460,Guangming,Narlikar,1955-06-09,1996-02-11,9999-01-01,Staff
450477,Murthy,Matzke,1955-02-24,1998-06-11,9999-01-01,Engineer
450479,Yonghong,Bressoud,1955-03-23,1987-07-04,9999-01-01,Staff
450480,Macha,Speer,1955-11-13,1989-03-04,9999-01-01,Senior Engineer
450497,Shietung,Molberg,1955-01-05,1988-08-24,9999-01-01,Senior Engineer
450508,Sudhanshu,Camurati,1955-06-12,1996-06-10,9999-01-01,Engineer
450512,Rildo,Michaeli,1955-05-08,1997-01-20,9999-01-01,Senior Engineer
450523,Vasilii,Nitta,1955-08-24,1996-07-14,9999-01-01,Engineer
450543,Anyuan,Furudate,1955-04-24,1996-05-05,9999-01-01,Senior Engineer
450551,Beshir,Gronowski,1955-08-15,1994-01-20,9999-01-01,Engineer
450562,Jiong,Suessmith,1955-02-16,1992-01-05,9999-01-01,Senior Engineer
450591,Caolyn,Swiss,1955-03-14,1994-01-19,9999-01-01,Senior Staff
450626,Otmar,Kohling,1955-11-12,1997-07-21,9999-01-01,Staff
450650,Soenke,Vecchi,1955-01-20,1994-07-14,9999-01-01,Engineer
450657,Erez,Bruckman,1955-07-24,1996-01-31,9999-01-01,Staff
450681,Shahaf,Herath,1955-06-16,1993-03-07,9999-01-01,Senior Staff
450725,Noritoshi,Zhiwei,1955-10-20,1990-12-10,9999-01-01,Engineer
450748,Barun,Swist,1955-06-30,1991-12-29,9999-01-01,Engineer
450749,Tuval,Prochazka,1955-12-19,1997-01-03,9999-01-01,Senior Staff
450759,Giri,Leijenhorst,1955-12-10,1989-02-10,9999-01-01,Staff
450763,Keiichiro,Hainaut,1955-09-09,2000-03-02,9999-01-01,Engineer
450771,Lillian,Shanbhogue,1955-12-22,1988-03-26,9999-01-01,Staff
450785,Narain,Luga,1955-02-07,1999-08-30,9999-01-01,Staff
450799,Sugwoo,Peac,1955-08-09,1991-12-05,9999-01-01,Staff
450802,Flemming,Zeidenstein,1955-03-05,1995-05-06,9999-01-01,Staff
450834,Boguslaw,Pelz,1955-04-30,1987-08-26,9999-01-01,Engineer
450838,Vasiliy,Demri,1955-03-10,1987-06-11,9999-01-01,Senior Staff
450847,Khoa,Roisin,1955-03-14,1992-02-10,9999-01-01,Staff
450861,Arco,Anger,1955-03-06,1992-01-01,9999-01-01,Senior Engineer
450869,Apostol,Bultermann,1955-03-08,1997-02-02,9999-01-01,Staff
450892,Gad,Billingsley,1955-10-04,1999-12-03,9999-01-01,Technique Leader
450926,Saeed,Vieth,1955-10-04,1991-08-06,9999-01-01,Senior Engineer
450931,IEEE,Stentiford,1955-05-23,1986-08-10,9999-01-01,Senior Staff
450951,Gunilla,Syrzycki,1955-10-31,1997-12-04,9999-01-01,Engineer
450969,Shaleah,Condotta,1955-12-22,1998-02-24,9999-01-01,Engineer
450975,Yifei,Eterovic,1955-03-25,1997-03-12,9999-01-01,Staff
451002,Fumino,Bahk,1955-11-05,1985-03-24,9999-01-01,Senior Engineer
451010,Ger,Schusler,1955-08-13,1994-07-04,9999-01-01,Engineer
451049,Udo,Melichar,1955-02-12,2001-11-02,9999-01-01,Senior Staff
451087,Spyrose,Hiraishi,1955-09-01,1992-04-08,9999-01-01,Senior Staff
451105,Bikash,Kandlur,1955-10-23,1991-12-07,9999-01-01,Senior Staff
451113,Zhaofang,Yetto,1955-04-02,1990-03-21,9999-01-01,Engineer
451115,Zejun,Wrigley,1955-05-04,1994-06-13,9999-01-01,Engineer
451152,Susanna,Auria,1955-09-08,1986-06-16,9999-01-01,Senior Engineer
451161,Gay,Nittel,1955-09-15,2002-05-07,9999-01-01,Engineer
451164,Shahaf,Pargaonkar,1955-08-08,1988-12-31,9999-01-01,Senior Staff
451166,Kazuyasu,Spataro,1955-01-19,1985-03-18,9999-01-01,Engineer
451242,Ronghao,Reutenauer,1955-09-13,1986-12-17,9999-01-01,Engineer
451244,Guttorm,Dayang,1955-01-14,1995-10-01,9999-01-01,Senior Engineer
451246,Urs,Vrecion,1955-10-16,1994-06-15,9999-01-01,Engineer
451286,Karoline,Shigei,1955-07-12,1995-07-24,9999-01-01,Engineer
451287,Kwangyoen,Lally,1955-01-22,1990-10-07,9999-01-01,Senior Engineer
451308,Bernice,Bellmore,1955-02-12,1996-07-05,9999-01-01,Staff
451334,Gil,Snedden,1955-06-21,1986-06-16,9999-01-01,Staff
451358,Remko,Vigier,1955-10-09,1994-12-06,9999-01-01,Engineer
451364,Maia,Raney,1955-02-12,1992-08-16,9999-01-01,Engineer
451365,Akhilish,Kusakabe,1955-01-13,1991-04-17,9999-01-01,Technique Leader
451390,Youngkon,Itzigehl,1955-02-17,1987-09-24,9999-01-01,Senior Staff
451396,Ipke,Kuhnemann,1955-04-21,1997-04-01,9999-01-01,Staff
451407,Maren,Douceur,1955-08-07,1989-05-13,9999-01-01,Senior Staff
451424,Masato,Baranowski,1955-07-20,1989-12-13,9999-01-01,Assistant Engineer
451426,Tetsushi,Nitsche,1955-08-28,1989-08-02,9999-01-01,Engineer
451441,Sahrah,Rijckaert,1955-11-08,1997-01-30,9999-01-01,Senior Staff
451455,Supot,Wallrath,1955-08-01,1993-11-17,9999-01-01,Senior Staff
451467,Tesuya,Capobianchi,1955-10-06,1995-03-10,9999-01-01,Senior Engineer
451468,Ramalingam,Murrill,1955-11-08,1987-06-16,9999-01-01,Senior Engineer
451497,Jayson,Haraldson,1955-12-31,1992-04-05,9999-01-01,Senior Staff
451499,Ramya,Porenta,1955-02-12,1998-03-24,9999-01-01,Staff
451526,Gennady,Georg,1955-04-06,1991-03-02,9999-01-01,Engineer
451544,Yongmin,Schauser,1955-01-07,1994-03-18,9999-01-01,Senior Engineer
451547,Arvind,Redmiles,1955-12-24,1995-12-07,9999-01-01,Senior Engineer
451549,Jordanka,Garnier,1955-08-28,1989-06-14,9999-01-01,Engineer
451567,Utz,Barreiro,1955-02-03,1986-12-20,9999-01-01,Senior Staff
451579,Hyuncheol,Narahari,1955-04-23,1985-07-24,9999-01-01,Senior Engineer
451582,Snehasis,Ventosa,1955-12-13,1996-12-01,9999-01-01,Assistant Engineer
451588,Valeri,Kamble,1955-09-23,1993-07-01,9999-01-01,Engineer
451595,Kersti,Przulj,1955-04-25,1995-04-14,9999-01-01,Senior Staff
451600,Abdelaziz,Thisen,1955-03-12,1987-01-11,9999-01-01,Senior Engineer
451621,Premsyl,Shimshoni,1955-06-10,1986-01-30,9999-01-01,Senior Engineer
451657,Parke,Gronowski,1955-01-06,1989-05-27,9999-01-01,Senior Engineer
451665,Jingling,Berstel,1955-01-07,1999-02-25,9999-01-01,Staff
451679,Elvia,Dratva,1955-01-24,1994-02-03,9999-01-01,Senior Staff
451683,Ipke,Perng,1955-07-13,1992-01-26,9999-01-01,Senior Staff
451712,Poorav,Eldridge,1955-04-21,1992-11-22,9999-01-01,Senior Staff
451744,Arun,Vecchi,1955-07-12,1989-03-10,9999-01-01,Senior Engineer
451775,Mansur,Schade,1955-03-24,1997-05-01,9999-01-01,Engineer
451776,Ravishankar,Coombs,1955-06-01,1991-04-29,9999-01-01,Staff
451778,Fei,Azumi,1955-01-15,1998-04-27,9999-01-01,Staff
451797,Berhard,Hertweck,1955-09-06,1998-10-05,9999-01-01,Senior Engineer
451827,Elgin,Lupu,1955-11-25,1994-12-28,9999-01-01,Senior Staff
451856,Arto,Brlek,1955-11-12,1999-01-25,9999-01-01,Staff
451877,JiYoung,Litzkow,1955-11-20,1999-06-04,9999-01-01,Technique Leader
451890,Elrique,Godskesen,1955-12-03,2002-02-11,9999-01-01,Senior Engineer
451920,Shigeichiro,Luck,1955-03-03,1985-02-09,9999-01-01,Engineer
451921,Jayesh,Radhakrishnan,1955-11-05,2002-05-17,9999-01-01,Senior Engineer
451925,Marc,Yetto,1955-11-27,1992-12-05,9999-01-01,Senior Staff
451948,Luise,Socorro,1955-06-08,1990-01-07,9999-01-01,Senior Staff
451952,Ortrud,Spelt,1955-02-16,1985-09-12,9999-01-01,Staff
451991,Vishv,Parveen,1955-05-11,1996-05-27,9999-01-01,Senior Engineer
452045,Narain,Rissanen,1955-07-05,1986-11-22,9999-01-01,Senior Staff
452079,Anneli,Avouris,1955-07-04,1990-09-15,9999-01-01,Senior Staff
452099,Gian,Improta,1955-04-19,1990-07-17,9999-01-01,Engineer
452113,Sanjeeva,Greenaway,1955-07-02,1986-06-02,9999-01-01,Technique Leader
452118,Guangming,Matzov,1955-12-07,1998-07-04,9999-01-01,Staff
452163,Tesuro,Koprowski,1955-07-07,1989-03-21,9999-01-01,Engineer
452165,Jayson,Guenter,1955-06-06,1993-06-25,9999-01-01,Staff
452168,Girolamo,Esteva,1955-12-26,1999-05-30,9999-01-01,Staff
452177,Chaosheng,Bernatsky,1955-07-02,1988-03-03,9999-01-01,Senior Staff
452201,Guenter,Piveteau,1955-12-15,1985-09-23,9999-01-01,Senior Engineer
452207,Pranay,Marrevee,1955-11-18,1994-10-26,9999-01-01,Staff
452220,Ingemar,Schahn,1955-09-26,1998-02-15,9999-01-01,Engineer
452231,Mohd,Genther,1955-08-21,1991-05-03,9999-01-01,Senior Staff
452235,Mabhin,Serot,1955-03-13,1992-09-13,9999-01-01,Staff
452239,Stevo,Vendrig,1955-12-08,1987-10-02,9999-01-01,Senior Engineer
452248,Howell,Halloran,1955-03-03,1991-04-21,9999-01-01,Senior Engineer
452254,Marco,Kowalchuk,1955-08-28,1997-08-20,9999-01-01,Staff
452296,Yucai,Stemann,1955-02-16,2000-09-01,9999-01-01,Engineer
452302,Toong,Maliniak,1955-01-14,1988-10-26,9999-01-01,Senior Engineer
452315,Gio,Peral,1955-03-10,1991-04-29,9999-01-01,Senior Engineer
452324,Mokhtar,Wielonsky,1955-12-09,1987-09-17,9999-01-01,Senior Staff
452327,Shan,Carrera,1955-09-16,1995-06-29,9999-01-01,Senior Engineer
452336,Oguz,Buescher,1955-12-06,1987-09-02,9999-01-01,Staff
452350,Heping,Erbe,1955-08-10,1986-11-10,9999-01-01,Engineer
452388,Ung,Maraist,1955-04-04,1998-07-09,9999-01-01,Staff
452389,Yishai,Shackell,1955-10-09,1996-01-24,9999-01-01,Senior Engineer
452409,Jaihie,Szmurlo,1955-02-08,1996-07-29,9999-01-01,Staff
452418,Jeong,Bale,1955-04-14,1991-11-05,9999-01-01,Staff
452423,Stevo,Etalle,1955-07-01,1987-01-07,9999-01-01,Senior Engineer
452431,Hidekazu,Janocha,1955-10-13,1991-03-10,9999-01-01,Engineer
452462,Demos,Esposito,1955-03-15,1988-06-21,9999-01-01,Engineer
452484,Tonny,Staudhammer,1955-05-02,1999-08-19,9999-01-01,Engineer
452492,Shichao,Speer,1955-11-29,1998-01-11,9999-01-01,Senior Engineer
452493,Feiyu,Besancenot,1955-08-20,1997-11-14,9999-01-01,Assistant Engineer
